TF,EDGE_TYPE,ANALYSIS,TARGET,Log2FC,Pvalue,analysis_id,gene_id,gene_name,ANALYSIS_CUTOFF,ANALYSIS_METHOD,CONTROL,DATA_SOURCE/PUBLICATION,DOI,EXPERIMENT_TYPE,GENOTYPE,GROWTH_MEDIUM,GROWTH_PERIOD_DAYS,TECHNOLOGY/METHOD,TISSUE/SAMPLE,TREATMENTS,TREATMENT_TIME
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT2G37950,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT2G38465,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT2G38995,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT2G39800,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT2G40340,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT2G40360,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT2G40711,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT2G40750,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT2G41160,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT2G41670,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT2G44080,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT2G44370,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT2G45220,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT2G46240,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT2G46610,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT2G46720,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT2G47880,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G01770,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G02410,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G02620,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G02870,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G02910,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G03470,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G04770,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G05937,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G07150,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G07320,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G07650,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G09600,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G10120,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G11020,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G11050,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G13610,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G14200,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G15340,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G15500,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G15534,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G16360,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G18020,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G19150,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G20395,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G20810,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G21320,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G21890,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G22142,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G23150,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G23230,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G23260,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G23370,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G23440,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G23955,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G27120,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G27290,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G28150,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G28220,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G28640,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G28770,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G29590,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G30775,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G44450,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G44550,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G45940,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G46640,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G48720,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G50140,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G50560,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G51240,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G51400,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G53230,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G53250,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G54090,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G54750,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G57240,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G57460,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G57780,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G57940,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G59240,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G59350,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G59750,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G59820,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G60360,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G61760,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G61920,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G62090,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT3G62160,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT4G00870,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT4G01335,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT4G04020,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT4G04745,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT4G05440,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT4G08570,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT4G10500,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT3G09600', '', '19456cd1-8e82-4edc-8978-a022a9243314')",in vitro:Bound:DAP,2861,AT4G11400,,,2861,AT3G09600,RVE8,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
